Unit_Code,Foray_Name,Protocol_Name,Start_Date,Genus,Species,Host,Collection_Number,Voucher_Specimen,Outside_Plot,Comments,NPS_Accession_Num,NPS_Catalog_Num,Collector
CATO,Owens Creek,Plot,9/17/06,Lentinellus,cochleatus,Litter,686,TRUE,FALSE,,152,2369,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,No ID,,Soil,666,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Marasmius,sp.,Soil,677,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Gymnopus,dryophilus,Litter,661,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Daedaleopsis,confragosa,Dead Hardwood,684,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,No ID,,Litter,654,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Lepiota,sp.,Litter,295,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Marasmius,sp.,Litter,293,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Hygrophorus,sp.,Litter,283,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Gymnopus,sp.,Litter,282,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Clitocybe,sp.,Soil,671,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Pluteus,atricapillus,Litter,26,TRUE,FALSE,,152,2349,Elizabeth Brantley
CATO,Owens Creek,Plot,7/9/05,Ceratiomyxa,fruticulosa,Dead Hardwood,18,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Pleurotus,ostreatus,Dead Hardwood,29,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,No ID,,Dead Hardwood,31,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Hypoxylon,multiforme,Dead Hardwood,33,TRUE,FALSE,,152,2353,Elizabeth Brantley
CATO,Owens Creek,Plot,7/9/05,Megacollybia,platyphylla,Dead Hardwood,24,TRUE,FALSE,,152,2277,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Trametes,versicolor,Dead Hardwood,21,TRUE,FALSE,,152,2276,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Clitocybe,gibba,Hardwood & Duff,22,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Daldinia,concentrica,Dead Hardwood,30,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Xylaria,polymorpha,Dead Hardwood,19,TRUE,FALSE,,152,2274,Lauraine Hawkins
CATO,Owens Creek,Plot,9/2/05,Clitocybe,gibba,Litter,306,TRUE,FALSE,,152,2362,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Stereum,ostraea,Dead Hardwood,25,TRUE,FALSE,,152,2278,Lauraine Hawkins
CATO,Owens Creek,Plot,9/2/05,Scleroderma,citrinum,Litter,301,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Marasmius,sp.,Live Hardwood,32,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Daedaleopsis,confragosa,Dead Hardwood,20,TRUE,FALSE,,152,2275,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Stereum,hirsutum,Dead Hardwood,16,TRUE,FALSE,,152,2272,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Galiella,rufa,Dead Hardwood,12,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Micromphale,foetidum,Dead Hardwood,28,TRUE,FALSE,,152,2279,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Polyporus,varius,Dead Hardwood,15,TRUE,FALSE,,152,2271,Lauraine Hawkins
CATO,Owens Creek,Plot,7/9/05,Schizophyllum,commune,Dead Hardwood,14,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Marasmius,sp.,Dead Hardwood,13,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,No ID,,Duff,23,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,7/9/05,Sarcoscypha,occidentalis,Duff,27,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Xylaria,polymorpha,Litter,302,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Stereum,ostrea,Dead Hardwood,278,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Hygrophorus,sp.,Litter,281,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Mycena,leaiana,Dead Hardwood,287,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Lycoperdon,perlatum,Litter,272,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Mycena,sp.,Litter,274,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Marasmius,sp.,Dead Hardwood,305,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Stropharius,hardii,Litter,308,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Stropharia,hardii,Litter,304,TRUE,FALSE,,152,2359,Lauraine Hawkins
CATO,Owens Creek,Plot,9/2/05,Tectella,patellaris,Dead Hardwood,277,TRUE,FALSE,,152,2365,Elizabeth Brantley
CATO,Owens Creek,Plot,9/2/05,Marasmius,siccus,Litter,268,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Gymnopus,dryophilus,Litter,271,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Mycena,luteopallens,Litter,298,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,,,Dead Hardwood,313,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Lycoperdon,perlatum,Litter,314,TRUE,TRUE,,152,2303,Lauraine Hawkins
CATO,Owens Creek,Plot,9/2/05,No ID,,Litter,303,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Trametes,versicolor,Dead Hardwood,291,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Thelephora,palmata,Litter,289,TRUE,FALSE,,152,2310,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,Agaricus,sp.,Soil,646,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Polyporus,varius,Litter,285,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,8/5/06,Stereum,ostrea,Dead Hardwood,569,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Chlorociboria,aeruginascens,Dead Hardwood,315,TRUE,FALSE,,152,2298,Lauraine Hawkins
CATO,Owens Creek,Plot,9/2/05,Marasmius,sp.,Litter,312,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/2/05,Mycena,sp.,Dead Hardwood,288,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Auricularia,auricula,Dead Hardwood,660,TRUE,FALSE,,152,2379,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,Marasmius,siccus,Litter,657,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Polyporus,badius,Dead Hardwood,665,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Coprinus,micaceus,Dead Hardwood,676,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Crepidotus,spp.,Dead Hardwood,668,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Psathyrella,sp.,Soil,685,FALSE,TRUE,,,,
CATO,Owens Creek,Plot,9/17/06,Crepidotus,mollis,Dead Hardwood,669,TRUE,FALSE,,152,2364,Elizabeth Brantley
CATO,Owens Creek,Plot,9/17/06,No ID,,Soil,663,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Leptonia,sp.,Litter,670,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,No ID,,Litter,652,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Lycoperdon,pyriforme,Buried Wood,667,TRUE,FALSE,,152,2304,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,Agaricus,sp.,Soil,682,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Gymnopus,dryphilus,Litter,650,TRUE,FALSE,,152,2348,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,Agaricus,silvicola,Litter,645,TRUE,FALSE,,152,2366,Elizabeth Brantley
CATO,Owens Creek,Plot,9/17/06,Cortinarius,sp.,Dead Hardwood,683,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Marasmius,capillaris,Litter,644,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Lactarius,peckii,Litter,680,TRUE,FALSE,,152,2350,Lauraine Hawkins
CATO,Owens Creek,Plot,9/17/06,Chlorociboria,aeruginascens,Dead Hardwood,648,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Nolanea,sp.,Dead Hardwood,679,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Nolanea,sp.,Soil,681,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Lepiota,sp.,Soil,653,FALSE,FALSE,,,,
CATO,Owens Creek,Plot,9/17/06,Marasmius,sp.,Litter,659,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Schizophyllum,commune,Dead Hardwood,5046,TRUE,FALSE,,152,2319,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Armillaria,gallica,Dead Hardwood,5067,TRUE,FALSE,,152,2377,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Ischnoderma,resinosum,Dead Hardwood,5036,TRUE,FALSE,,152,2328,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Lepiota,sp.,Dead Hardwood,5070,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Dead Hardwood,5059,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Dead Hardwood,5080,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Pholiota,aurivella,Dead Hardwood,5082,TRUE,FALSE,,152,2317,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Xylaria,polymorpha,Dead Hardwood,5053,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Polyporus,badius,Dead Hardwood,5033,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Phyllotopsis,nidulans,Dead Hardwood,5075,TRUE,FALSE,,152,2332,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Bisporella,citrina,Dead Hardwood,5050,TRUE,FALSE,,152,2316,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Galerina,autumnalis,Dead Hardwood,5063,TRUE,FALSE,,152,2320,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Multiclavula,mucida,Dead Hardwood,5048,TRUE,FALSE,,152,2313,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Dead Hardwood,5044,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Galerina,autumnalis,Litter,5068,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Lycoperdon,perlatum,Dead Hardwood,5047,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Pleurotus,ostreatus,Dead Hardwood,5073,TRUE,FALSE,,152,2315,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Cortinarius,sp.,Litter,5065,TRUE,FALSE,,152,2378,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Lepiota,sp.,Dead Hardwood,5069,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Hypholoma,sublateritium,Dead Hardwood,5072,TRUE,FALSE,,152,2321,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Polyporus,brumalis,Dead Hardwood,5037,TRUE,FALSE,,152,2329,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Pholiota,granulosa,,5062,TRUE,FALSE,,152,2373,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Trametes,elegans,Dead Hardwood,5035,TRUE,FALSE,,152,2327,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Galerina,autumnalis,Dead Hardwood,5057,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Ascocoryne,cylichnium,Dead Hardwood,5054,TRUE,FALSE,,152,2314,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Tyromyces,chioneus,Dead Hardwood,5175,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Tremella,mesenterica,Dead Hardwood,5051,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Psathyrella,delineata,Dead Hardwood,5076,TRUE,FALSE,,152,2311,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Phellinus,robineae,Dead Hardwood,5034,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Inocybe,sp.,Litter,5071,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Trametes,versicolor,Dead Hardwood,5038,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Dead Hardwood,5058,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Daldinia,concentrica,Dead Hardwood,5049,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Clitocybe,sp.,Litter,5079,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Marasmius,sp.,Dead Hardwood,5060,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Coprinus,micaceus,Soil,5074,TRUE,FALSE,,152,2318,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Daedaleopsis,confragosa,Dead Hardwood,5041,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Crucibulum,leave,Litter,5052,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Dead Hardwood,5042,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Tyromyces,chioneus,Dead Hardwood,5039,TRUE,FALSE,,152,2330,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Pholiota,aurivella,Dead Hardwood,5056,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Trichaptum,biforme,Dead Hardwood,5040,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Stereum,hirsutum,Dead Hardwood,5043,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Scleroderma,sp.,Soil,5045,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Cortinarius,sp.,Dead Hardwood,5177,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Cortinarius,sp.,Dead Hardwood,5179,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Tectella,patellaris,Dead Hardwood,5077,TRUE,FALSE,,152,2312,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Tricholomopsis,rutilans,Dead Conifer,5182,TRUE,FALSE,,152,2376,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Trametes,versicolor,Dead Hardwood,5180,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Stereum,,Dead Hardwood,5178,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Phellinus,rimosus,Dead Hardwood,5184,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Marasmius,sp.,Dead Hardwood,5174,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Marasmius,siccus,Dead Hardwood,5167,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Plicaturopsis,crispa,Dead Hardwood,5172,TRUE,FALSE,,152,2374,Elizabeth Brantley
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Lycoperdon,umbrinum,Litter,5170,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Marasmius,sp.,Litter,5061,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,,,Soil,5171,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Daldinia,concentrica,Dead Hardwood,5176,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Marasmius,sp.,Dead Hardwood,5169,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,No ID,,Dead Conifer,5183,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,No ID,,Litter,5081,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Cortinarius,sp.,Soil,5078,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Tremella,foliacea,Dead Hardwood,5055,TRUE,FALSE,,152,2331,Lauraine Hawkins
CATO,Owen's Creek Picnic Area,Foray,10/30/05,Marasmius,sp.,Dead Hardwood,5064,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Polyporus,badius,Dead Hardwood,5181,FALSE,FALSE,,,,
CATO,Owen's Creek Picnic Area,Foray,10/20/06,Panellus,stipticus,Dead Hardwood,5173,TRUE,FALSE,,152,2375,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Dead Hardwood,636,FALSE,TRUE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Tyromyces,chioneus,Dead Hardwood,620,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Crepidotus,applanatus,Dead Hardwood,642,TRUE,TRUE,,349,49801,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Dead Hardwood,625,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Dead Hardwood,632,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Omphalina,sp.,Dead Hardwood,635,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Clavicorona,pyxidata,Dead Hardwood,624,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Leptonia,serrulata,,633,TRUE,TRUE,,349,49786,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Leptonia,rosea,Soil,634,TRUE,TRUE,,349,49795,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/15/06,Stereum,ostrea,Dead Hardwood,621,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Cortinarius,camphoratus,Soil,637,TRUE,TRUE,,349,49796,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Tricholoma,sp.,Soil,639,FALSE,TRUE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Leptonia,formosa,Litter,623,TRUE,FALSE,,349,49787,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Soil,626,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Soil,631,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Lycoperdon,perlatum,Soil,622,TRUE,FALSE,,349,49768,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/15/06,No ID,,Soil,638,FALSE,TRUE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Buried Wood,630,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/5/05,Polyporus,elegans,Dead Hardwood,346,TRUE,FALSE,,349,49763,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/5/05,Marasmius,sp.,Dead Hardwood,345,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/5/05,Crepidotus,mollis,Dead Hardwood,343,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,No ID,,Litter,627,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/5/05,Schizophyllum,commune,Dead Hardwood,342,TRUE,FALSE,,349,49762,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/5/05,Trametes,elegans,Dead Hardwood,348,TRUE,FALSE,,349,49764,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/5/05,Trichaptum,biforme,Dead Hardwood,341,TRUE,FALSE,,349,49761,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/5/05,Bovista,pila,Litter,347,TRUE,FALSE,,349,49770,Lauraine Hawkins
CHOH,Fort Duncan,Plot,9/15/06,Tremella,mesenterica,Dead Hardwood,629,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Cantharellus,cinnabarinus,Ground,521,TRUE,TRUE,,349,49766,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/23/06,Amanita,pantherina,Soil,522,TRUE,FALSE,,349,49794,Elizabeth Brantley
CHOH,Fort Duncan,Plot,7/23/06,Polyporus,elegans,Buried Wood,517,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Cyathus,striatus,Dead Hardwood,519,TRUE,FALSE,,349,49767,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/23/06,Marasmius,pyrrocephalus,Litter,512,TRUE,FALSE,,349,49781,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/23/06,Hygrocybe,cantharellus,Soil,520,TRUE,FALSE,,349,49785,Elizabeth Brantley
CHOH,Fort Duncan,Plot,7/23/06,Trametes,versicolor,Dead Hardwood,511,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Tylopilus,ferrugineus,Ground,523,TRUE,TRUE,,349,49783,Elizabeth Brantley
CHOH,Fort Duncan,Plot,8/21/05,Polyporus,elegans,Dead Hardwood,177,TRUE,FALSE,,349,49754,Lauraine Hawkins
CHOH,Fort Duncan,Plot,8/21/05,Trametes,elegans,Dead Hardwood,179,TRUE,FALSE,,349,49755,Lauraine Hawkins
CHOH,Fort Duncan,Plot,8/21/05,Lenzites,betulina,Dead Hardwood,178,TRUE,FALSE,,349,49790,Elizabeth Brantley
CHOH,Fort Duncan,Plot,9/15/06,Stropharia,thrausta,Dead Hardwood,640,TRUE,TRUE,,349,49797,Lauraine Hawkins
CHOH,Fort Duncan,Plot,8/21/05,Clavicorona,pyxidata,Dead Hardwood,175,TRUE,FALSE,,349,49752,Lauraine Hawkins
CHOH,Fort Duncan,Plot,8/21/05,Schizophyllum,commune,Dead Hardwood,176,TRUE,FALSE,,349,49753,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/23/06,Marasmius,sp.,Litter,513,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Marasmius,capillaris,Hardwood Stick,518,TRUE,FALSE,,349,49782,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/23/06,Marasmius,sp.,Litter,515,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Trichoglossum,hirsutum,Soil,514,TRUE,FALSE,,349,49771,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/17/05,No ID,,Litter,118,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Marasmius,sp.,Dead Hardwood,120,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/23/06,Lepiota,cepaestipes,Soil,516,TRUE,FALSE,,349,49793,Elizabeth Brantley
CHOH,Fort Duncan,Plot,7/17/05,Auricularia,auricula,Dead Hardwood,116,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Trichaptum,biforme,Dead Hardwood,121,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/15/06,Marasmius,sp.,Dead Hardwood,628,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,No ID,,Dead Hardwood,119,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Marasmius,sp.,Dead Hardwood,125,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Polyporus,elegans,Dead Hardwood,122,TRUE,FALSE,,349,49744,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/17/05,No ID,,Dead Hardwood,124,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,8/13/06,Trichaptum,biforme,Dead Hardwood,576,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,9/5/05,Clavicorona,pyxidata,Dead Hardwood,344,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Marasmius,rotula,Dead Hardwood,115,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Clavicorona,pyxidata,Dead Hardwood,123,TRUE,FALSE,,349,49745,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/17/05,No ID,,Dead Hardwood,126,FALSE,FALSE,,,,
CHOH,Fort Duncan,Plot,7/17/05,Schizophyllum,commune,Dead Hardwood,117,TRUE,FALSE,,349,49743,Lauraine Hawkins
CHOH,Fort Duncan,Plot,7/17/05,Trametes,elegans,Dead Hardwood,127,TRUE,FALSE,,349,49746,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,Crepidotus,mollis,Dead Hardwood,336,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,8/21/05,Marasmiellus,candidus,Dead Hardwood,166,TRUE,FALSE,,349,49747,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/17/05,Trichaptum,biformis,Dead Hardwood,113,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,8/21/05,Exidia,alba,Dead Hardwood,172,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,8/21/05,Stereum,ostrea,Dead Hardwood,168,TRUE,FALSE,,349,49749,Lauraine Hawkins
CHOH,Snyders Landing,Plot,8/13/06,,,,,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,8/21/05,Auricularia,auricula,Dead Hardwood,170,TRUE,FALSE,,349,49751,Lauraine Hawkins
CHOH,Snyders Landing,Plot,7/17/05,Trametes,elegans,Dead Hardwood,109,TRUE,FALSE,,349,49740,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,No ID,,Dead Hardwood,338,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,9/5/05,Stereum,ostrea,Dead Hardwood,333,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,9/5/05,Auricularia,auricula,Dead Hardwood,332,TRUE,FALSE,,349,49758,Lauraine Hawkins
CHOH,Snyders Landing,Plot,8/13/06,Trichaptum,biforme,Dead Hardwood,577,FALSE,FALSE,,,,
CHOH,Snyders Landing,Plot,7/17/05,Stereum,sp.,Dead Hardwood,111,TRUE,FALSE,,349,49741,Lauraine Hawkins
CHOH,Snyders Landing,Plot,9/5/05,Polyporus,squamosus,Dead Hardwood,340,TRUE,TRUE,,349,49760,Lauraine Hawkins
