Unit_Code,Foray_Name,Protocol_Name,Start_Date,Genus,Species,Host,Collection_Number,Voucher_Specimen,Outside_Plot,Comments,NPS_Accession_Num,NPS_Catalog_Num,Collector
PRWI,Beech,Plot,7/12/05,Stereum,hirsutum,Dead Hardwood,67,FALSE,FALSE,,,,
PRWI,Beech,Plot,7/12/05,Polyporus,alveolaris,Dead Hardwood,62,TRUE,FALSE,,724,13649,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Xerula,megalospora,Litter,379,TRUE,TRUE,,724,13743,Elizabeth Brantley
PRWI,Beech,Plot,9/9/05,Xylaria,tentaculata,Litter,364,TRUE,FALSE,,724,13691,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Thelephora,caryophyllea,Buried Wood,366,TRUE,FALSE,,724,13712,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Trametes,hirsuta,Dead Hardwood,377,TRUE,TRUE,,724,13695,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Trametes,elegans,Dead Hardwood,382,TRUE,TRUE,,724,13699,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Mycena,leaiana,Dead Hardwood,381,TRUE,TRUE,,724,13698,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Xanthoconium,affine,Ground,370,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Boletinellus,merulioides,Litter,249,TRUE,TRUE,,724,13682,Elizabeth Brantley
PRWI,Beech,Plot,9/9/05,Stereum,complicatum,Dead Hardwood,374,TRUE,TRUE,,724,13693,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Russula,sp.,Litter,369,FALSE,FALSE,,,,
PRWI,Beech,Plot,9/9/05,No ID,,Dead Hardwood,365,FALSE,FALSE,,,,
PRWI,Beech,Plot,8/23/05,Trametes,versicolor,Dead Hardwood,239,TRUE,TRUE,,724,13679,Lauraine Hawkins
PRWI,Beech,Plot,9/9/05,Agaricus,silvaticus,Litter,368,TRUE,FALSE,,724,13768,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Fomitopsis,cajanderi,Dead Hardwood,359,TRUE,TRUE,,724,13688,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Scleroderma,citrinum,Live Conifer,357,TRUE,TRUE,,724,13706,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Lenzites,betulina,Dead Hardwood,358,TRUE,TRUE,,724,13687,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Russula,compacta,Duff,351,TRUE,TRUE,,724,13754,Elizabeth Brantley
PRWI,F2F,Plot,9/9/05,Amanita,polypyramis,Litter,353,TRUE,TRUE,,724,13684,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Russula,compacta,Ground,356,FALSE,TRUE,,,,
PRWI,F2F,Plot,9/9/05,Boletellus,chrysenteroides,Litter,361,TRUE,TRUE,,724,13731,Elizabeth Brantley
PRWI,F2F,Plot,9/9/05,Stemonitis,axifara,Hardwood,355,TRUE,TRUE,,724,13686,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Amanita,polypyramis,Ground,354,TRUE,TRUE,,724,13685,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Stereum,ostrea,Dead Hardwood,352,TRUE,TRUE,,724,13683,Lauraine Hawkins
PRWI,F2F,Plot,9/9/05,Pleurotus,ostreatus,Dead Hardwood,360,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Marasmius,sp.,Dead Hardwood,184,FALSE,TRUE,,,,
PRWI,F2F,Plot,9/8/06,Amanita,ravenelii,Soil,580,TRUE,TRUE,,724,13775,Lauraine Hawkins
PRWI,F2F,Plot,8/22/05,Boletus,frostii,Ground,198,FALSE,TRUE,,,,
PRWI,F2F,Plot,9/8/06,Lactarius,sp.,Soil,581,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Hygrocybe,cantharellus,Dead Hardwood,197,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Boletus,rubropunctus,Dead Hardwood,196,TRUE,TRUE,,724,13729,Elizabeth Brantley
PRWI,F2F,Plot,8/22/05,Nolanea,stricta,Dead Hardwood,199,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Nolanea,sp.,Dead Hardwood,188,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Nolanea,stricta,Duff,195,TRUE,TRUE,,724,13764,Elizabeth Brantley
PRWI,F2F,Plot,8/22/05,Marasmius,sp.,Dead Hardwood,192,FALSE,TRUE,,,,
PRWI,F2F,Plot,8/22/05,Boletus,subglabripes,Litter,189,TRUE,TRUE,,724,13671,Elizabeth Brantley
PRWI,F2F,Plot,8/22/05,Phyllotopsis,nidulans,Dead Hardwood,191,TRUE,TRUE,,724,13774,Elizabeth Brantley
PRWI,F2F,Plot,8/22/05,Stereum,ostrea,Dead Hardwood,187,TRUE,TRUE,,724,13670,Lauraine Hawkins
PRWI,F2F,Plot,8/22/05,Sparassis,herbstii aka spathulata,Hardwood/Ground,194,TRUE,TRUE,,724,13673,Lauraine Hawkins
PRWI,F2F,Plot,8/22/05,Bothia,castanella,Litter,193,TRUE,TRUE,,724,13672,Elizabeth Brantley
PRWI,F2F,Plot,8/22/05,Crepidotus,applanatus var. applanatus,Dead Hardwood,186,TRUE,TRUE,,724,13669,Lauraine Hawkins
PRWI,F2F,Plot,8/22/05,Xeromphalina,kauffmanii,Dead Hardwood,190,TRUE,TRUE,,724,13715,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/19/06,Russula,sp.,Soil,451,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Amanita,daucipes,Ground,106,TRUE,TRUE,,724,13667,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/13/05,No ID,,Dead Hardwood,96,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Crepidotus,mollis,Dead Hardwood,95,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Stereum,ostrea,Dead Hardwood,94,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Xanthoconium,affine,Soil,448,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Ramaria,sp.,Soil,447,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,No ID,,Dead Hardwood,91,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Crepidotus,mollis,Dead Conifer,100,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Pleurotus,ostreatus,Dead Hardwood,104,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,No ID,,Dead Conifer,102,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Hymenochaete,tabacina,Dead Hardwood,98,TRUE,FALSE,,724,13724,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/13/05,Phellinus,pini,Live Conifer,97,TRUE,FALSE,,724,13663,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/13/05,Sparassis,crispa,Soil,99,TRUE,FALSE,,724,13664,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/13/05,Fomitopsis,cajanderi,Dead Conifer,92,TRUE,TRUE,,724,13662,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/19/06,Boletus,subluridellus,Soil,460,TRUE,FALSE,,724,13735,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/13/05,Trichaptum,biforme,Dead Hardwood,101,TRUE,FALSE,,724,13665,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/19/06,Boletus,subluridellus,Soil,463,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Thelephora,caryophyllea,Soil,103,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Trichaptum,biforme,Dead Conifer,105,TRUE,FALSE,,724,13666,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,9/8/06,Trichaptum,biforme,Dead Hardwood,579,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/13/05,Russula,sp.,Soil,93,FALSE,TRUE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Tylopilus,plumbeoviolaceus,Soil,453,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,8/22/05,Laetiporus,sulphureus,Live Hardwood,181,TRUE,FALSE,,724,13668,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,8/22/05,Lycoperdon,umbrinum,Litter,180,TRUE,FALSE,,724,13704,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,8/22/05,No ID,,Live Hardwood,185,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,8/22/05,Marasmisu,sp.,Dead Hardwood,183,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,8/22/05,No ID,,Buried Wood,182,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,9/9/05,Russula,compacta,Ground,350,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,9/9/05,Xanthoconium,affine,Duff,349,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,8/3/06,Boletus,pallidus,Soil,551,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,8/3/06,Trichaptum,biforme,Dead Hardwood,552,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Amanita,porphyria,Soil,457,TRUE,FALSE,,724,13747,Lauraine Hawkins
PRWI,Oak Ridge Campground,Plot,7/19/06,Cortinarius,sp.,Soil,455,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Russula,sp.,Soil,450,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Tylopilus,indecisus,Soil,449,TRUE,FALSE,,724,13734,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/19/06,,,Soil,458,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Lactarius,volemus,Soil,461,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Cortinarius,iodes,Soil,452,TRUE,FALSE,,724,13771,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/19/06,Amanita,sp.,Soil,459,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Russula,crassotunicata,Soil,456,TRUE,FALSE,,724,13760,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/19/06,Xanthoconium,affine,Soil,462,TRUE,FALSE,,724,13726,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,7/19/06,Lepiota,sp.,Soil,446,FALSE,FALSE,,,,
PRWI,Oak Ridge Campground,Plot,7/19/06,Amanita,spreta,Soil,454,TRUE,FALSE,,724,13772,Elizabeth Brantley
PRWI,Oak Ridge Campground,Plot,8/3/06,Boletus,peckii,Soil,550,TRUE,FALSE,,724,13737,Elizabeth Brantley
PRWI,Old Black Top Road,Foray,10/8/05,Pluteus,atricapillus,Litter,5032,FALSE,FALSE,,,,
PRWI,Old Black Top Road,Foray,10/8/05,Trametes,versicolor,Dead Hardwood,5028,FALSE,FALSE,,,,
PRWI,Old Black Top Road,Foray,10/8/05,Schizophyllum,commune,Dead Hardwood,5031,FALSE,FALSE,,,,
PRWI,Old Black Top Road,Foray,10/8/05,Amanita,sp.,Soil,5029,FALSE,FALSE,,,,
PRWI,Old Black Top Road,Foray,10/8/05,Trichaptum,biforme,Dead Hardwood,5027,FALSE,FALSE,,,,
PRWI,Old Black Top Road,Foray,10/8/05,Lenzites,betulina,Dead Hardwood,5030,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Clavicorona,pyxidata,Soil,5108,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Hygrophorus,chrysaspis,Soil,5158,TRUE,FALSE,,724,13749,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,No ID,,Litter,5111,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Xanthoconium,affine,Soil,5153,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,argillaceifolius,Litter,5145,TRUE,FALSE,,724,13784,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Laccaria,laccata,Litter,5118,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,cinnabarinus,Litter,5137,TRUE,FALSE,,724,13783,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Ramaria,stricta,Soil,5136,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Amanita,polpyramis,Litter,5165,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Phylloporus,rhodoxanthus,Litter,5144,TRUE,FALSE,,724,13714,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Russula,sp.,Soil,5107,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,iodes,Soil,5140,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Coprinus,micaceus,Soil,5109,TRUE,FALSE,,724,13769,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Tylopilus,tabacinus,Soil,5163,TRUE,FALSE,,724,13741,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Phaeolus,schweinitzii,Dead Conifer,5162,TRUE,FALSE,,724,13718,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,semisanguineus,Litter,5135,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lycoperdon,perlatum,Dead Hardwood,5127,TRUE,FALSE,,724,13702,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Suillus,granulatus,Soil,5161,TRUE,FALSE,,724,13740,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Laccaria,laccata,Soil,5159,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Russula,sp.,Soil,5141,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lentinellus,ursinus,Dead Hardwood,5147,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Hygrocybe,flavescens,Soil,5114,TRUE,FALSE,,724,13778,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Amanita,caesarea,Soil,5164,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Craterellus,cornucopoides,Soil,5130,TRUE,FALSE,,724,13707,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,sp.,Soil,5122,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Laccaria,laccata,Soil,5148,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Tricholoma,sp.,Litter,5125,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,sp.,Litter,5138,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,sp.,Live Hardwood,5117,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Pleurotus,ostreatus,Dead Hardwood,5134,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Russula,sp.,Soil,5139,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Hygrocybe,sp.,Litter,5113,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Hypholoma,fasciculare,Dead Hardwood,5123,TRUE,FALSE,,724,13782,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Laccaria,laccata,Litter,5119,TRUE,FALSE,,724,13780,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Austroboletus,betula,Soil,5166,TRUE,FALSE,,724,13742,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,semisanguineus,Soil,5131,TRUE,FALSE,,724,13781,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Amanita,flavoconia,Soil,5151,TRUE,FALSE,,724,13786,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Trametes,versicolor,Dead Hardwood,5112,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Boletus,subglabripes,Soil,5142,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,sp.,Soil,5120,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Tremella,reticulata,Dead Hardwood,5126,TRUE,FALSE,,724,13713,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,indigo,Soil,5168,TRUE,FALSE,,724,13788,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Clavulina,cristata,Soil,5121,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,piperatus,Litter,5157,TRUE,FALSE,,724,13763,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,No ID,,Litter,5124,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Ramaria,stricta,Litter,5128,TRUE,FALSE,,724,13711,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Tylopilus,plumbeoviolaceus,Soil,5154,TRUE,FALSE,,724,13739,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Coltricia,cinnamomea,Soil,5152,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Amanita,sp.,Soil,5132,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Gymnopus,dryophilus,Dead Hardwood,5149,TRUE,FALSE,,724,13785,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Lycoperdon,pyriforme,Litter,5115,TRUE,FALSE,,724,13703,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Lactarius,croceus,Soil,5110,TRUE,FALSE,,724,13716,Lauraine Hawkins
PRWI,South Valley Trail,Foray,9/29/06,Rozites,caperata,Soil,5160,TRUE,FALSE,,724,13787,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Cantharellus,cinnabarinus,Soil,5156,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Clavaria,vermicularis,Litter,5133,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Marasmius,siccus,Litter,5143,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Russula,sp.,Soil,5129,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Cortinarius,sp.,Dead Hardwood,5155,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Pulveroboletus,ravenelii,Soil,5150,TRUE,FALSE,,724,13738,Elizabeth Brantley
PRWI,South Valley Trail,Foray,9/29/06,Trametes,elegans,Dead Hardwood,5116,FALSE,FALSE,,,,
PRWI,South Valley Trail,Foray,9/29/06,Grifola,frondosa,Soil,5146,TRUE,FALSE,,724,13717,Elizabeth Brantley
